municipio,institucion,sede,modalidad,requeridas,asignadas_propuestas,diferencia,estado
LA MACARENA,INSTITUCIÓN EDUCATIVA EL RUBI,SEDE LA Y DEL GUAYABERO,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA EL RUBI,SEDE LAS GAVIOTAS,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA EL RUBI,SEDE MANZANARES,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA EL RUBI,SEDE PORTUGAL,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA EL RUBI,SEDE RUBITORIA,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA EL RUBI,SEDE VEGAS DEL GUAYABERO,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA EL RUBI,SEDE VERSALLES,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA EL RUBI,SEDE VILLANUEVA,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA EL RUBI,SEDE MIRAVALLE,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA EL RUBI,SEDE AIRES DEL DIAMANTE,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA EL RUBI,SEDE NAPOLES,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA EL RUBI,SEDE BRISAS DEL YAMU,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA EL RUBI,SEDE EL EDREY,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA EL RUBI,SEDE PALESTINA,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LA CATALINA,SEDE PRINCIPAL LA CATALINA,CAA,1,1,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LA CATALINA,SEDE PRINCIPAL LA CATALINA,CAARES,2,2,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LA CATALINA,SEDE JOSE FIGUEROA GOMEZ,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LA CATALINA,SEDE EL JARDIN,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LA CATALINA,SEDE EL MIRADOR,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LA CATALINA,SEDE HENRY GARCIA BOHORQUEZ,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LA CATALINA,SEDE LA ESMERALDA,CAA,1,1,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LA CATALINA,SEDE LA REFORMA,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LA CATALINA,SEDE LA UNION,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LA CATALINA,SEDE MIRAFLORES,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LA CATALINA,SEDE SAN JOSE,CAA,1,1,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LA CATALINA,SEDE SANTA MARIA,CAA,1,1,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LA CATALINA,SEDE TRES CHORROS,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LAS BRISAS,SEDE EL RECREO,CAA,1,0,-1,DEFICIT
LA MACARENA,CENTRO EDUCATIVO LAS BRISAS,SEDE EL RECREO,CAARES,2,2,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LAS BRISAS,SEDE PRINCIPAL LAS BRISAS,CAA,1,1,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LAS BRISAS,SEDE PRINCIPAL LAS BRISAS,CAARES,1,1,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LAS BRISAS,SEDE AGUAS CLARAS,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LAS BRISAS,SEDE BAJO RECREO,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LAS BRISAS,SEDE CALIFORNIA,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LAS BRISAS,SEDE EL TRIUNFO,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LAS BRISAS,SEDE EL YARI,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LAS BRISAS,SEDE GETZEMANI,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LAS BRISAS,SEDE ISLENA HERRERA,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LAS BRISAS,SEDE LA CABANA,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LAS BRISAS,SEDE LA ILUSION,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LAS BRISAS,SEDE LA PALESTINA,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LAS BRISAS,SEDE LA TUNIA,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LAS BRISAS,SEDE MONTANITAS,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LAS BRISAS,SEDE SANTA MARTHA,CAA,1,1,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LAS BRISAS,SEDE TELECOM,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LAS BRISAS,SAN JOSE DE CAQUETANIA II,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,CENTRO EDUCATIVO LAS BRISAS,SEDE YAGUARA II,CAA,1,1,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA TERCER MILENIO,SEDE BUENOS AIRES III,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA TERCER MILENIO,SEDE EL PORVENIR,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA TERCER MILENIO,SEDE LA BATALLA,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA TERCER MILENIO,SEDE LA BATALLA II,CAA,1,1,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA TERCER MILENIO,SEDE LA SERRANIA,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA TERCER MILENIO,SEDE LA SOMBRA,CAA,1,1,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA TERCER MILENIO,SEDE LAS NIEVES,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA TERCER MILENIO,SEDE NAPOLES,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA TERCER MILENIO,SEDE POTRAS QUEBRADON,CAA,1,1,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA TERCER MILENIO,SEDE PRINCIPAL PLAYA RICA,CAA,2,2,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA TERCER MILENIO,SEDE PUERTA AL YARI,CAA,1,1,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA NUESTRA SENORA DE LA MACARENA,SEDE ALTO RAUDAL,CAA,1,1,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA NUESTRA SENORA DE LA MACARENA,SEDE EL BILLAR,CAA,1,1,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA NUESTRA SENORA DE LA MACARENA,SEDE EL TAPIR,CAA,1,1,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA NUESTRA SENORA DE LA MACARENA,SEDE EL TAPIR,CAARES,3,3,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA NUESTRA SENORA DE LA MACARENA,SEDE JHON F KENNEDY,CAA,5,5,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA NUESTRA SENORA DE LA MACARENA,SEDE PRINCIPAL NUESTRA SENORA DE LA MACARENA,CAA,4,6,2,EXCESO
LA MACARENA,INSTITUCIÓN EDUCATIVA NUESTRA SENORA DE LA MACARENA,SEDE PRINCIPAL NUESTRA SENORA DE LA MACARENA,CAJU-RI,1,1,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA NUESTRA SENORA DE LA MACARENA,SEDE PRINCIPAL NUESTRA SENORA DE LA MACARENA,CAARES,3,3,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA HECTOR IVAN HERNANDEZ,SEDE BRISAS DEL GRINGO,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA HECTOR IVAN HERNANDEZ,SEDE CANO LIMON,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA HECTOR IVAN HERNANDEZ,SEDE CENTRAL CANO GRINGO,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA HECTOR IVAN HERNANDEZ,SEDE GIRASOL,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA HECTOR IVAN HERNANDEZ,SEDE LA UNION II,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA HECTOR IVAN HERNANDEZ,SEDE LA VICTORIA,CAA,1,1,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA HECTOR IVAN HERNANDEZ,SEDE LAS AMERICAS,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA HECTOR IVAN HERNANDEZ,SEDE LAS MARIMBAS II,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA HECTOR IVAN HERNANDEZ,SEDE PRINCIPAL HECTOR IVAN HERNANDEZ,CAA,3,3,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA HECTOR IVAN HERNANDEZ,SEDE PRINCIPAL HECTOR IVAN HERNANDEZ,CAARES,3,3,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA HECTOR IVAN HERNANDEZ,SEDE PUERTO LOZADA,CAA,1,1,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA HECTOR IVAN HERNANDEZ,SEDE UNION MACARENA,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA NUEVO HORIZONTE,SEDE LAS HELICONIAS,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA NUEVO HORIZONTE,SEDE BRASILIA,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA NUEVO HORIZONTE,SEDE CANO AZUL,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA NUEVO HORIZONTE,SEDE CANO MONO,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA NUEVO HORIZONTE,SEDE EL LIMONAR,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA NUEVO HORIZONTE,SEDE LA FLORIDA,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA NUEVO HORIZONTE,SEDE LAGUNA ALTA,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA NUEVO HORIZONTE,SEDE LAS MALVINAS,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA NUEVO HORIZONTE,SEDE LOS NARANJOS,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA NUEVO HORIZONTE,SEDE PRIMAVERA DEL LOZADA,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA NUEVO HORIZONTE,SEDE PRINCIPAL NUEVO HORIZONTE,CAA,2,2,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA NUEVO HORIZONTE,SEDE PRINCIPAL NUEVO HORIZONTE,CAARES,2,2,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE AGUAZUL,CAA,1,1,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE ALTO SAN ANTONIO,CAA,1,1,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE CAMPO HERMOSO,CAA,1,1,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE PRINCIPAL SANTA TERESA,CAA,1,1,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE PRINCIPAL SANTA TERESA,CAARES,3,3,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE ALTO MORICHAL,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE EL RETIRO,CAA,1,1,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE JUAN BOSCO,CAA,1,1,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE LA FUNDACION,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE LA ORQUIDEA,CAA,1,1,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE LAS DELICIAS,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE LEJANIAS,CAA,1,1,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE MARIA AUXILIADORA,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE LA PRIMAVERA,CAA,1,1,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE LOS MEDIOS,CAA,1,1,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE JHON HARY RUIZ,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE LUIS MARIO SANCHEZ,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE LA ESPERANZA,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE REMANSO,CAJM/JT-RI,0,0,0,COMPLETA
LEJANÍAS,CENTRO EDUCATIVO EL CONVENIO,SEDE LA AURORA,CAA,1,1,0,COMPLETA
LEJANÍAS,INSTITUCIÓN EDUCATIVA DE LEJANIAS,SEDE JORGE ISAACS,CAA,4,4,0,COMPLETA
LEJANÍAS,INSTITUCIÓN EDUCATIVA DE LEJANIAS,SEDE PRINCIPAL LEJANIAS,CAJM/JT-RI,2,2,0,COMPLETA
LEJANÍAS,INSTITUCIÓN EDUCATIVA DE LEJANIAS,SEDE PRINCIPAL LEJANIAS,CAA,3,2,-1,DEFICIT
LEJANÍAS,INSTITUCIÓN EDUCATIVA DE LEJANIAS,SEDE PRINCIPAL LEJANIAS,CAARES,2,1,-1,DEFICIT
LEJANÍAS,INSTITUCIÓN EDUCATIVA GABRIELA MISTRAL,SEDE BUENOS AIRES,CAJM/JT-RI,0,0,0,COMPLETA
LEJANÍAS,INSTITUCIÓN EDUCATIVA GABRIELA MISTRAL,SEDE EL BRILLANTE,CAA,1,1,0,COMPLETA
LEJANÍAS,INSTITUCIÓN EDUCATIVA GABRIELA MISTRAL,SEDE EL PARAISO,CAJM/JT-RI,0,0,0,COMPLETA
LEJANÍAS,INSTITUCIÓN EDUCATIVA GABRIELA MISTRAL,SEDE EL ROBLE,CAJM/JT-RI,0,0,0,COMPLETA
LEJANÍAS,INSTITUCIÓN EDUCATIVA GABRIELA MISTRAL,SEDE LAS MARGARITAS,CAJM/JT-RI,0,0,0,COMPLETA
LEJANÍAS,INSTITUCIÓN EDUCATIVA GABRIELA MISTRAL,SEDE LOS LAURELES,CAA,1,1,0,COMPLETA
LEJANÍAS,INSTITUCIÓN EDUCATIVA GABRIELA MISTRAL,SEDE PRINCIPAL GABRIELA MISTRAL,CAJM/JT-RI,3,3,0,COMPLETA
LEJANÍAS,INSTITUCIÓN EDUCATIVA GABRIELA MISTRAL,SEDE SANTA RITA,CAA,2,2,0,COMPLETA
LEJANÍAS,CENTRO EDUCATIVO BARCELONA,SEDE EL EDEN,CAA,1,1,0,COMPLETA
LEJANÍAS,CENTRO EDUCATIVO BARCELONA,SEDE PRINCIPAL BARCELONA,CAA,1,1,0,COMPLETA
LEJANÍAS,CENTRO EDUCATIVO EL CONVENIO,SEDE ITALIA,CAA,1,1,0,COMPLETA
LEJANÍAS,CENTRO EDUCATIVO EL CONVENIO,SEDE PRINCIPAL EL CONVENIO,CAA,1,1,0,COMPLETA
MAPIRIPÁN,CENTRO EDUCATIVO GUACAMAYAS,SEDE PRINCIPAL SAN FRANCISCO,CAJM/JT-RI,0,0,0,COMPLETA
MAPIRIPÁN,CENTRO EDUCATIVO GUACAMAYAS,SEDE PRINCIPAL SAN FRANCISCO,CAARES,1,1,0,COMPLETA
MAPIRIPÁN,CENTRO EDUCATIVO GUACAMAYAS,SEDE SANTA HELENA,CAJM/JT-RI,0,0,0,COMPLETA
MAPIRIPÁN,CENTRO EDUCATIVO GUACAMAYAS,SEDE SANTA HELENA,CAARES,2,2,0,COMPLETA
MAPIRIPÁN,CENTRO EDUCATIVO GUACAMAYAS,SEDE EL ROCIO,CAJM/JT-RI,0,0,0,COMPLETA
MAPIRIPÁN,CENTRO EDUCATIVO GUACAMAYAS,SEDE EL MIELON,CAJM/JT-RI,0,0,0,COMPLETA
MAPIRIPÁN,CENTRO EDUCATIVO GUACAMAYAS,SEDE LA LIBERTAD,CAJM/JT-RI,0,0,0,COMPLETA
MAPIRIPÁN,CENTRO EDUCATIVO GUACAMAYAS,SEDE LOS MERECURES,CAJM/JT-RI,0,0,0,COMPLETA
MAPIRIPÁN,CENTRO EDUCATIVO GUACAMAYAS,SEDE LA INDEPENDENCIA,CAJM/JT-RI,0,0,0,COMPLETA
MAPIRIPÁN,CENTRO EDUCATIVO GUACAMAYAS,SEDE CANAPURE,CAJM/JT-RI,0,0,0,COMPLETA
MAPIRIPÁN,CENTRO EDUCATIVO DIVINO NINO JESUS,SEDE GABRIEL GARCIA MARQUEZ,CAJM/JT-RI,0,0,0,COMPLETA
MAPIRIPÁN,CENTRO EDUCATIVO DIVINO NINO JESUS,SEDE JUAN PABLO II,CAA,1,1,0,COMPLETA
MAPIRIPÁN,CENTRO EDUCATIVO DIVINO NINO JESUS,SEDE EL SILENCIO,CAJM/JT-RI,0,0,0,COMPLETA
MAPIRIPÁN,CENTRO EDUCATIVO DIVINO NINO JESUS,SEDE MILCIADES PARRA QUIROGA,CAJM/JT-RI,0,0,0,COMPLETA
MAPIRIPÁN,CENTRO EDUCATIVO DIVINO NINO JESUS,SEDE MILCIADES PARRA QUIROGA,CAARES,3,3,0,COMPLETA
MAPIRIPÁN,CENTRO EDUCATIVO DIVINO NINO JESUS,SEDE PRINCIPAL DIVINO NINO JESUS,CAA,1,1,0,COMPLETA
MAPIRIPÁN,CENTRO EDUCATIVO DIVINO NINO JESUS,SEDE CHAPARRAL INDIGENA,CAJM/JT-RI,0,0,0,COMPLETA
MAPIRIPÁN,CENTRO EDUCATIVO DIVINO NINO JESUS,SEDE BAXUMEX INDIGENA,CAJM/JT-RI,0,0,0,COMPLETA
MAPIRIPÁN,CENTRO EDUCATIVO DIVINO NINO JESUS,SEDE LA RIVERA,CAJM/JT-RI,0,0,0,COMPLETA
MAPIRIPÁN,CENTRO EDUCATIVO DIVINO NINO JESUS,SEDE LA RIVERA,CAARES,1,1,0,COMPLETA
MAPIRIPÁN,CENTRO EDUCATIVO DIVINO NINO JESUS,SEDE MATABAMBU,CAA,1,1,0,COMPLETA
MAPIRIPÁN,CENTRO EDUCATIVO DIVINO NINO JESUS,SEDE BRISAS DE ITEVIARE,CAJM/JT-RI,0,0,0,COMPLETA
MAPIRIPÁN,CENTRO EDUCATIVO DIVINO NINO JESUS,SEDE CANO MANGON,CAJM/JT-RI,0,0,0,COMPLETA
MAPIRIPÁN,INSTITUCIÓN EDUCATIVA JORGE ELIECER GAITAN,SEDE BAXUMEK II,CAJM/JT-RI,2,2,0,COMPLETA
MAPIRIPÁN,INSTITUCIÓN EDUCATIVA JORGE ELIECER GAITAN,SEDE PRINCIPAL JORGE ELIECER GAITAN,CAJM/JT-RI,3,3,0,COMPLETA
MAPIRIPÁN,INSTITUCIÓN EDUCATIVA JORGE ELIECER GAITAN,SEDE PRINCIPAL JORGE ELIECER GAITAN,CAARES,3,1,-2,DEFICIT
MAPIRIPÁN,INSTITUCIÓN EDUCATIVA JORGE ELIECER GAITAN,SEDE BRISAS DEL OVEJAS,CAJM/JT-RI,0,0,0,COMPLETA
